Title,Description,Genre
Mega Serval,"Serval's friends are in danger and it's up to her to save the day! Progress through 12 action-packed platforming stages in this ""Kemono Friends Project"" derivative work!","['Action', 'Adventure']"
Wicked Games,"To get a ""Ticket to Paradise"" while being in Hell. A ticket that’s obviously worth it. A ticket that sends you to the obstacle path. What kind of road from Hell to Heaven could it be? What difficulties are awaiting you on this road? Are you worthy of a chance at redemption?","['Adventure', 'Free to Play', 'Indie', 'Early Access']"
Revenant,Revenant is a pixel-art style shooting game set in the near future.,"['Action', 'Free to Play', 'Indie']"
Simson Tuningwerkstatt 3D,Simson Tuningwerkstatt 3D,['Simulation']
Bone's Cafe,"Bone's Cafe is a fast paced, 1-4 Players couch co-op, cooking game. Customize the layout of your kitchen to guarantee your success. Specialize your menu in ingredients and recipes to design your ultimate cafe. Put your necromancy skills to the test and raise your own undead kitchen staff.","['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']"
怕不怕趴喵霸霸 Ghost Party Nyanbaba,"Lovely find hidden items game! Investigate strange hidden objects to prevent nyambaba's illusion from succeeding. Please find all hidden points within the time, otherwise the villain nyanbaba will jump out and frighten the players with a very cute Chinese voice!","['Casual', 'Indie']"
100 hidden hares,100 hidden hares is a hidden object game in the winter setting. Black and white hand-drawn graphics in a cartoon style. Ultra hard! Very difficult!,"['Adventure', 'Casual', 'Indie']"
100 hidden rams,100 hidden rams is a hidden object game in a village setting. Black and white hand-drawn graphics in a cartoon style. Interesting and difficult! The clouds are flying by!,"['Adventure', 'Casual', 'Indie']"
Cat Lady - The Card Game,"Cat Lady - The Card Game is a fun card-drafting game in which players are Cat Ladies, trying to tempt cats into their cattery using food, toys, costumes and more. Based on the much-loved card game by AEG.","['Casual', 'Strategy']"
Breakpoint,Breakpoint is a twin-stick slasher where your weapons explode. Break through the swarm to claim your spot on the online leaderboard.,"['Action', 'Casual', 'Indie']"
WhiteLily 2：梦醒少女,"This is a story-based stealth puzzle game: During the summer, Marie helped her friend Emma manage the store. One day, when a customer left the store, she accidentally left a red book. And behind this red book, there is a distant story and a huge conspiracy...","['Adventure', 'Casual', 'Indie', 'RPG']"
Little Mouse's Encyclopedia,An interactive encyclopedia for kids and their parents.,"['Casual', 'Indie']"
The Test: Secrets of the Soul 2,"You will answer questions that will reveal things deep within. Some will be uncomfortable, but with great knowledge comes great sacrifice. Can you make it all the way through The Test, and are you SURE you want the answers you seek? For it is time to once again unlock ""Secrets of the Soul...""","['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation']"
The Book of Distance,"In 1935, Yonezo Okita left his home in Japan and began a new life in Canada. Then war and state-sanctioned racism changed everything—he became the enemy. His grandson leads us on an interactive virtual pilgrimage through an emotional geography of immigration and family to recover what was lost.","['Adventure', 'Casual', 'Free to Play', 'Indie']"
Buffet Knight,"A short Action/Adventure game following the gluttonous Buffet Knight who gobbles up everything and spits them back at his foes. Grow bigger and bigger to face the evil Demon Chef, but who knows what can happen when your appetite grows out of control…","['Action', 'Adventure']"
Sandwich Sudoku,"Presented by Cracking The Cryptic, YouTube's most popular Sudoku channel, here is the brand new ""Sandwich Sudoku"" game that has become an internet sensation!","['Casual', 'Indie', 'Strategy']"
Schwarzerblitz,"Schwarzerblitz is a love letter to '90s 3D low-poly fighters, featuring 27 playable characters, more than 30 stages, ring out mechanics, classic arcade endings, and a complete story mode. Steel your fists and ride the lightning!",['Action']
Tina & Rook! Cookie Quest!,"Two idiots are hungry for cookies after playing some games! and for some screw-up reason, you have to go through a whole puzzle to get that. Will these 2 idiots get to eat their cookies and enjoy their afternoon?","['Casual', 'Free to Play']"
The Heilwald Loophole,The Heilwald Klinikum used to be one of the most renowned medical facilities in Germany. That all changed when that curious loophole appeared...,"['Adventure', 'Casual', 'Indie']"
Perfect Tides,"Perfect Tides is a point and click adventure game about the agony and anticipation of being a teen. Set in the year 2000, you follow Mara, an internet-obsessed young writer who lives on a so-called island paradise.",['Adventure']
Gerda: A Flame in Winter,"You have five days to save your husband, who has just been arrested by the Gestapo. Investigate, explore and form allegiances in this story-rich RPG-lite. Who will you trust?","['Adventure', 'Casual', 'Indie', 'RPG']"
Super Raft Boat VR,A VR rogue-lite shooter where you must survive waves of sea creatures while building your Super Raft Boat. Can you reach the Final Island?,"['Action', 'Free to Play', 'Indie']"
Pixel Ripped 1995,"Pixel Ripped is back with a brand new nostalgia-fueled virtual reality game-within-a-game, this time in 1995! Help our hero Dot face challenging throwbacks to all your favorite 16-bit and 32-bit classics while surviving the struggles of a typical nine-year-old kid.","['Action', 'Adventure', 'Indie']"
Midnight Scenes: The Nanny,The Nanny is a short interactive horror story about the supernatural. Follow siblings Oliver and Tina in their quest to find their nanny after she disappears in the middle of the night. Welcome to a new dimension of horror. Welcome to Midnight Scenes.,"['Adventure', 'Casual', 'Indie']"
Puddle Knights,"Protecting nobles from mud may look simple on the surface, but the intricate cape arranging puzzle mechanics ensure steadily increasing difficulty. Join the Knights on their quest to preserve dignity, and mindmuck is practically guaranteed! Playtime 10-35h.","['Casual', 'Indie', 'Strategy']"
Neighbor Fight,Multiplayer first person strategy game with lots of destruction. Destroy the house of your neighbor by throwing furniture and build a business by selling weed!,"['Action', 'Free to Play', 'Indie', 'Simulation', 'Strategy', 'Early Access']"
HorrorVale,"HorrorVale: A spooky, quirky RPG adventure.","['Adventure', 'Indie', 'RPG', 'Early Access']"
Show It 2 Me,"Come take a musical ride through a retro-futuristic landscape with demons, space cars, crazy head things, and disembodied tongue-mouths. Created in Google’s Tilt Brush with music from Night Club.","['Casual', 'Indie']"
Tres-Bashers,"Tres-Bashers is a 2D monster-bashing adventure featuring a big interconnected map full of cryptids, secrets, and more! Find 40 different monster types and whack 'em with your baseball bat!","['Action', 'Adventure', 'Indie']"
CrushBorgs,"""Run and Gun"" oldschool single-player platformer with NES aesthetics, including an authentic 8-bit chiptune.","['Action', 'Indie']"
Whimsy,"Whimsy is a hand-drawn point & click game about a girl who lives in the forest stumbling upon little red footprints. Following these footsteps leads her on a whimsical journey through the forest to solve puzzles, assist woodland creatures and discover rituals.","['Adventure', 'Casual', 'Indie']"
Fishing Vacation,A Game Boy styled fishing horror adventure,"['Adventure', 'Casual', 'Indie', 'Simulation']"
Gobby McGobblenutz Presents - The Questionably Quirky Quiz Show,"Are you Quirky enough to win The Questionably Quirky Quiz Show with Gobby McGobblenutz, and permanently enter your name into the Hall of Legends for other players around the world to see how incredibly awesome you are?! Well then... What are you waiting for?!","['Adventure', 'Indie', 'Simulation']"
Sewer Rave,"Exactly what it says on the tin. Sewer Rave is a game about exploring a rat infested Rave in a Sewer. There are creatures to talk to, items to collect, fights to get into, and jams to listen to. Explore, discover secrets, and writhe.","['Casual', 'Indie']"
Hiding Spot,"A difficult puzzle game about isolating yourself. Build a safe place, huddle up and get cozy.",['Indie']
Psycho Bathroom,"Psycho Bathroom is a boss rush game with a dark comedic storyline about outcasts, hopes and friendships. Your job as a toothbrush is to fight toilet plumes and protect your master. Along the way, you'll upgrade your gear, meet new buddies and learn the absurd world through your master's story.","['Action', 'Free to Play', 'Indie']"
Island Cities - Jigsaw Puzzle,Arrange the town islands and see them come to life. Just swap the blocks of a 3D jigsaw puzzle.,"['Casual', 'Indie']"
Blockwick 2,"Welcome to Blockwick 2 – a world of jumbled blocks and colorful shapes. It’s up to you to unscramble the blocks and connect the colors. The game introduces a slew of new block types – entangled blocks, sticky blocks, caterpillar blocks, and more.","['Casual', 'Indie']"
KILLBUG,"KILLBUG is a fast-paced, first-person movement shooter set in an endless arena. Slash and shoot your way through hordes of ravenous insects, mastering fluid aerial movement mechanics as you fight for glory on the leaderboards.",['Action']
Curse Crackers: For Whom the Belle Toils,"Help Belle the acrobat and Chime the living bell recover her kidnapped boyfriend from her rival Bonnie, who has suddenly returned with strange new abilities and a crew of trouble making, graffiti loving skeletons! It’s up to Belle to take Bonnie's new crew head on and get her boyfriend back!","['Action', 'Indie']"
I’m going to die if I don’t eat sushi!,"If you don't keep eating sushi, you'll die! A 3D action game in which such a hero makes a big adventure! Fight the evil that attempts to erase sushi from the world!","['Action', 'Casual', 'Indie']"
Cute Dogs,"Is it possible to buy some happiness with money? Who knows, but you can buy yourself a dog! Look, how cute they are! Play with our fluffy little fellas, a «find-differences» game. These cute little puppies can help you relax and find some peace of mind.",['Casual']
Toaster Jam,Fast paced breakfast themed arcade game with quirky puzzle elements,"['Casual', 'Indie']"
Zup! Q,Minimal physical puzzle with explosions,"['Casual', 'Indie']"
Viki Spotter: Space Mission,Puzzle game about finding differences in different pictures. Carefully compare the images and try to find everything they can differ.,"['Casual', 'Indie']"
Sumatra: Fate of Yandi,"Lost and alone after a terrible landslide, Yandi must find his way home in this old-school point and click adventure set deep in the Sumatran jungle! Will he make it out alive?",['Adventure']
Fireboy & Watergirl: Fairy Tales,Fireboy & Watergirl are back! This time with fairies to help you!,"['Action', 'Adventure']"
Pipe Push Paradise,A difficult open world puzzle game about plumbing.,['Indie']
Gunvein,"Gunvein is a dynamic, aggression-based bullet hell shoot em up where you use lock on lasers, charged weapons, bombs & hypers to overwhelm the enemies before they overwhelm you.",['Action']
TimeShifters,TimeShifters is an old school first person shooter inspired by games like TimeSplitters and GoldenEye.,"['Action', 'Indie']"
Soundodger 2,Dodge the music and weave through an endless ballet of bullets in an all-new collection of hand-crafted levels set to the music of an award-winning cast of international musicians. Turn any song into an amazing experience with the robust Level Editor and never run out of things to dodge.,"['Action', 'Casual', 'Indie']"
ENTROPOLY,ENTROPOLY is a time-trial platformer inspired by platform fighters. Wavedash into the psychedelic realms of the elements and help Poly fight chaos to restore balance.,['Action']
Farm Frenzy 2,"There's nothing wrong with indulging in a little ""fowl play"" when it's Farm Frenzy 2, the all-new sequel to the smash hit of 2007! The fun never stops as you grow grass, feed chickens, collect eggs and take your produce to market.",['Casual']
Dungeon and Puzzles,"Dungeon and Puzzles is a dungeon adventure themed Sokoban game. The movement and direction are restricted, and the adventurer's ability can be changed by equipment at hand. Think through every step, destroy every monster and find a way to the end of the dungeon where the treasure awaits.",['Indie']
Cute Cats 3,Kittens come back to challenge you once again! Test your memory and attentiveness. Play a new chapter of the beloved puzzle game and find all differences in pictures with our cute fellas.,['Casual']
RUN: The world in-between,"RUN: The World In-Between is a new “Die and Retry” platformer game with a procedurally-generated path. Be fast, jump, and run to unlock new content.","['Action', 'Adventure', 'Indie']"
Teenage Blob,Half game. Half album. All awesome! A colourful art-punk adventure towards the best night of your life. Guaranteed to cheer you up in half an hour or your money back!,"['Action', 'Adventure', 'Indie']"
Cursed 3,The epic conclusion of the CURSED trilogy.,"['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG']"
Ponchoman,Kill the creatures and upgrade your weapon to survive as much as you can.,"['Action', 'Indie']"
排球入门指南,"A simple game about volleyball made by a member of a school volleyball team. Hope you would enjoy it and arouse your interest of volleyball. Maybe one day you would pick up a ball, walk in the court, join in the team and try the real game. I'll be glad to hear that!","['Casual', 'Sports']"
Lockheart Indigo,"A private-eye must deceive a rich family into revealing their darkest secrets, before the killer amongst them silences everyone.","['Adventure', 'Indie', 'RPG']"
Looking for Aliens,"Aliens are among us! Can you find traces of them on Earth, the moon, and the edges of the galaxy? Find all the clues to prove the existence of alien civilizations and discover how making fried eggs can end up in a monster attack!","['Adventure', 'Casual', 'Indie']"
Sophie's Dice,The ultimate 3D dice roller. Make and roll whatever dice you need.,['Simulation']
Ascent,One mountain; Zero checkpoints,['Strategy']
Gadgeteer,"Gadgeteer is a physics-based VR puzzle game where you build chain reaction machines to solve fun, intricate puzzles. Your machines will use gadgets to launch, bump, twist, and turn—creating chain reactions that may even end up tearing apart the fabric of space-time.","['Indie', 'Simulation']"
Romeow: in the cracked world,"Romeow feels lost without his favorite toy. Go through messy paths and help him find it, so he can take a nap peacefully. Enjoy this minimalist puzzle with him.","['Casual', 'Indie']"
Buissons,Take control of a bush and challenge your friends in a hide and seek game up to 4 players. Move at night and use the day as an opportunity to observe and beat your opponents. Use the secrets of nature to trap them. Get ready to laugh!,"['Action', 'Casual', 'Indie']"
The HeartBeat,"The Heartbeat is a lightweight political simulation game that incorporates rhythmic, text-oriented options. All the player has to do in the game is keep himself and the city alive as much as possible.","['Indie', 'RPG']"
Carrie's Order Up!,"Cute, 2D arcade action game starring crustacean waitresses serving food to other aquatic folk.","['Action', 'Casual', 'Indie']"
Svoboda 1945: Liberation,Svoboda 1945: Liberation is a unique adventure game featuring dialogues with real actors. Talk to witnesses of the chaotic aftermath of World War 2 and discover the secret history of your own family in a captivating story about reconciliation with the dark past.,"['Adventure', 'Indie']"
Graveyard Girls,"Graveyard Girls is a halloween-themed yuri visual novel about complicated grief and overcoming hardships. Collect Elle’s “scribbles” to learn about her struggles, befriend a mysterious girl, and have a conversation about death.",['Simulation']
JUSTICE SUCKS: Tactical Vacuum Action,"JUSTICE SUCKS is a stealth/action game about a killer robot vacuum cleaner on a quest for vengeance through a 90s TV universe. Stalk your prey, hack smart devices, turn them into deadly traps and consume the blood of your enemies to unleash devastating powers.","['Action', 'Adventure', 'Indie']"
Graze Counter GM,A refreshing and highly re-playable bullet hell style shooter that WANTS you to play dangerously! Ride the razor's edge of life and death in this high-risk high-reward danger oriented arcade style shooting game.,"['Action', 'Casual']"
CosmoDreamer,"From the popular free game ""Outside"" comes a dreamy and cute barrage shmups. The visuals are colorful, cute and fantastic, and the game features active gameplay.",['Action']
Panzer Arena: Prologue,"Panzer Arena:Prologue is an experimental tank PvP game. Boost, drift and flip your way through any kind of terrain in order to destroy your opponents. Use several types of abilities and weapons and compete in multiple game modes.","['Action', 'Indie', 'Racing', 'Sports']"
Fuga: Melodies of Steel 2,"The sequel to the captivating tale of Fuga: Melodies of Steel has arrived! This turn-based RPG is back with a ramped up battle system for more strategy, as well as a brand new event system that gives you more thrilling choices to affect your experience!","['RPG', 'Simulation', 'Strategy']"
Zombie Apocalypse Survival Simulator,"From the creators that brought you The Test Trilogy & many other experiences, comes Zombie Apocalypse Survival Simulator. Will you survive in the new world? Or will you become just another victim to looters, bandits, or worst of all... The Voracious Dead. There's only one way to find out...","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
Rising Storm Game of the Year Edition,Also contains all multi-player content from Red Orchestra 2: Heroes of Stalingrad,['Action']
Mecha Ritz: Steel Rondo,"Mecha Ritz: Steel Rondo is a vertical scrolling arcade shoot 'em up following the journey of a lone Mecha through the desolate retro stylized world and the onslaught of enemy waves to reach Veloce, the young genius responsible for the extinction of humankind.","['Action', 'Indie']"
Alpacalypse,"Alpacalypse is a 2.5D action platformer where you control Pancake The Llama, fighting to rescue your wife, The Mrs. Kick and spit your way through hordes of alpacas, collecting coins, and platforming your way to victory.","['Adventure', 'Casual', 'Free to Play']"
Bean and Nothingness,A difficult tile-based puzzle game about turning beans into monsters -- and monsters back into beans.,"['Casual', 'Indie']"
Like Dreamer,"A pop and cute bullet-hell shooting game from Cosmo Dreamer ""Outside"". Both beginners and experts can enjoy speedy and active playing.",['Action']
Raptor Boyfriend: A High School Romance,"Raptor Boyfriend: A High School Romance is a dating sim about a teen girl who moves to a small secret community of cryptids. Romance a magical Fairy, a sensitive Sasquatch and a bold Velociraptor. A satirical 90's teen drama about trying to find love in your last year of high school.","['Casual', 'Indie', 'Simulation']"
Endgame: Road To Salvation,"A high-octane road trip through a besieged world during a demon-infested zombie apocalypse. Rescue survivors, form a caravan, call in various support drops or air strikes, loot random structures for supplies or craft them yourself, modify common vehicles into post-apocalyptic machines of war.","['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
Bard Harder!,BARD HARDER! is a tabletop-inspired visual novel game about saving your friends from the Big Bad Evil Guy by using your strongest weapon: romance! So brush up on your pick-up lines and prepare some sexy tunes…what’s the worst that could happen?,"['Adventure', 'Casual', 'Indie']"
BLOWFLY,"This is an NES style platformer game, fly and explore to find pink poo in the map and destroy them, which is the only condition to pass the level. You need to avoid dangerous traps, defeat the alien creature AssMan that invades the earth, and achieve the final victory!","['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
Forest Star,"Help a monkey find a fallen star in this short adventure game! Meet and recruit other animals, find useful items, and discover new abilities. Multiple endings available depending on your choices!","['Adventure', 'Indie']"
Slobbish Dragon Princess 2,"Takeru and Haru's life of slacc is upended once more as Iris, dragon queen of the Sea and Water factions shows up on Earth to claim the seas and bar all humans from entering them. Hijinks and plenty of dragon girls await in Slobbish Dragon Princess 2!","['Adventure', 'Casual', 'Indie']"
MAMIYA,"MAMIYA is a captivating, dark visual novel in which a group of young men struggle against existential dread before the end of the world.","['Action', 'Adventure', 'Casual']"
Escape From Mandrillia: Local Asymmetric VR vs PC,"Local VR vs PC horror game: 1 VR player controls a lone robot trying to escape an underground lab; up to 2 PC players control giant alien monkeys. Customize your experience with gameplay modifiers, ranging from tense survival stealth to brutal nonstop action!","['Action', 'Indie', 'Early Access']"
Matchsticks - Coffee Break Club,"We’ve been taught not to play with fire, but the matches of this game aren’t going to burn you! Challenge your mind moving, adding and removing matchsticks until you find the correct solution. How many tries do you need to solve each level?","['Casual', 'Indie', 'Strategy']"
Kharon's Crypt - Even Death May Die,"Metroidvania dungeon crawler about Death & Grief full of puzzles, secrets & challenges. Inspired by old GameBoy Color games with Retro Pixel Art Aesthetics but with challenging boss fights & Lore-Rich","['Action', 'Adventure', 'Indie']"
The Mystery of Caketropolis,"A bakery falls to arson and a city falls to chaos. With the harmony between human and dragon crumbling, can Rimentus solve the Mystery of Caketropolis before his kind face exile?","['Adventure', 'Casual', 'Indie']"
Super Dangerous Dungeons,Guide Timmy the treasure hunter through dangerous dungeons in search of the legendary treasure!,"['Action', 'Adventure', 'Indie']"
Desert Golfing,Golfing across an endless desert.,"['Indie', 'Sports']"
SantaCraft,"Dig your way through snow, cut down gingerbread trees, and mine candy canes as you try to rescue your missing reindeer, rebuild Santa's Village, and save Christmas! In the latest FREE update: trains you can ride, new quests, new items, new puns, and more!","['Adventure', 'Indie']"
Corsair`s Madness Prologue: Jungle`s Island,"As the captain of the pirate ship Sam, you will immerse yourself in the adventure tale of a mystical archipelago full of secrets and treasures. Using pirate skills and ancient artifacts, save the crew members scattered around the different islands and discover the dark secrets of a mysterious temple","['Action', 'Adventure', 'Indie']"
Lingo,"Lingo is a first person word puzzle game with a large, abstract world to explore. With its epiphany-driven gameplay and impossible geometry, Lingo provides a unique and nonlinear experience.",['Adventure']
The Preposterous Awesomeness of Everything,"The Preposterous Awesomeness of Everything is a satirical point-and-click adventure game, about progress, politics and propulsive nozzles. It features fun verbs, irrelevant ducks and satirical shenanigans. I think you'll like it :)","['Adventure', 'Indie']"
Hair of the Dog,"Help Cummerbund Bandersnatch in this quintessentially British point & click comedy adventure as he explores the darker side of Victorian England, oblivious to its perils. Manipulate time, talk to a host of dubious characters and solve puzzles to get Bandersnatch out of a fix before it's too late.","['Adventure', 'Free to Play', 'Indie']"
The Bart Bonte collection,"Flash is dead, long live the Bart Bonte collection! A collection of 28 Flash games carefully packaged and remastered for you, all accessible from a selection menu with loads of achievements. All the classics you know from the browser, including the Sugar, Sugar and the Factory Balls series.","['Casual', 'Indie']"
Flying Red Barrel - The Diary of a Little Aviator,Flying Red Barrel ~The Diary of a Little Aviator~ is an old-school bullet hell/STG game with multiple endings based on actions you take.,['Action']
Clea 2,"Clea 2 is a jump scare free, skill-based survival horror sequel to the 2019 adventure.","['Action', 'Adventure', 'Indie']"
VIVIDLOPE,"VIVIDLOPE, the head-spinning, mind-bending arcade game with a puzzle touch! Master the imaginative realm, where the gravity doesn't quite work as you're used to, overcome your foes and keep on painting!","['Action', 'Casual']"
DIG - Deep In Galaxies,"Free the galaxies in this action platformer! Jump, swing, dig and shoot your way through uncharted planets. Give hell to the Overlord's forces and face alien foes. Earn rewards after every battle and add them to your ever-growing arsenal.","['Action', 'Adventure', 'Indie']"
Jelly Is Sticky,"Explore a world of colorful jelly blocks that can be deformed and stuck together. Use them in surprising, unexpected ways to build clever contraptions and solve delightful puzzles.","['Casual', 'Indie', 'Strategy']"
Sigma Impact,"A physics-based 2D action roguelite set in a dungeon of glass. Master intense combat, be immersed in captivating visuals with adaptive music and sound design tailored to your gameplay.","['Action', 'Indie']"
Five Stages of Pink,Horror mystery about a boy who desperately wants a Normal life in the most abnormal city in the world. Help Timor understand his cruel life in this supernatural city while trying to survive one more day. In a universe where Sleep is an illness. This is a visual novel with point and click features.,"['Adventure', 'Casual', 'Indie']"
Alien Cat 2,Alien Cat is on his way to save the universe ones again. In this new chapter of Alien Cat adventures you will use the teleports and control the Cat clones to reach your goals.,['Indie']
Sayonara Golden Days,"Discover the reason why a college gaming club broke apart in this unfinished game made by its club members, and relive the golden days that vaguely exist in our memories.",['Indie']
Chess Survivors,"Chess Survivors is a grid based, quick-turn, roguelike where you outmaneuver and destroy an ever growing horde of chess based enemies. Combine abilities, upgrades, and relics to create game-breaking builds. Think fast, die, learn, repeat!","['Action', 'Indie', 'Early Access']"
Twickles,Twickles is an original puzzle game with a minimalist aesthetic. Navigate a ball through increasingly complex labyrinths by rotating their individual parts or the entire structure. Complete each level in the perfect amount of moves and collect all of the trophies.,"['Casual', 'Indie', 'Simulation']"
Logic Light,A minimalist puzzle experience to restore the electricity of the houses after a blackout,['Casual']
Arrow Sudoku,"In Arrow Sudoku, every puzzle contains a handful of ""arrows"" laid out in unique patterns. The numbers found along the shaft of the arrow must sum up to the number at the base. This simple rule leads to endless variety in the puzzles you will conquer.","['Casual', 'Indie', 'Strategy']"
Metroplex Zero: Sci-Fi Card Battler,"Neo-cyberpunk team card battler. Assemble a team that fits your playstyle to take on evil MegaCorps. Customize your decks and choose your cards wisely to defeat tough foes. Power up your heroes with cards, implants, and augments.","['Strategy', 'Early Access']"
SPEARHEAD,Spearhead is the story of agents who join secret organizations in a chaotic world surrounded by infectious diseases. Experience the story of six agents joining.,"['Casual', 'Free to Play', 'Indie']"
What Lies in the Multiverse - Prologue,"Experience the first hour What Lies in The Multiverse. A bombastic puzzle platformer about worlds turned inside out. Shift dimensions at the push of a button, solve brain-twisting logistical riddles, and race through the wilds of the multiverse in a bleakly & hilarious story.","['Action', 'Adventure', 'Indie']"
雨上がりのハナビィ Ameagari no Hanaby,A 2D platforming adventure featuring fireworks,"['Action', 'Adventure', 'Casual', 'Indie']"
NINJASLAYER : AREA 4643,**NOW ON SALE!!** AREA 4643 is the cyberpunk action shooting game. It's based on the cyberpunk city Neo-Saitama and Ninja Slayer universe.,"['Action', 'Indie']"
Alien Scumbags,"Alien Scumbags is a sci-fi action platformer with a big slice of horror and a stack of pop culture references. You'll run, hide and kill across several levels, collect items from capsule machines and unlock characters.","['Action', 'Adventure', 'Indie']"
Robo Maestro,"Play with music like never before! Robo Maestro is a procedural music toy. Guide an endless stream of new music or make detailed tweaks in Editor Mode. Create songs, be inspired and share your creations. No music skills required, just have fun!",['Indie']
Para Eyes,Para Eyes is a spot the difference horror game. Flip through security cameras and find anomalies. But be careful not to go insane.,"['Casual', 'Indie', 'Early Access']"
Let's Pet Pets,Let's Pet Pets lets you pet pets of all different types and sets. Pet Points buy helping hands and items. Quests give you heart points. Heart points buy eggs and upgrades. You can prestige to get heart points and reset your helping hands and items. Upgrades and Pets are permanent.,"['Casual', 'Indie', 'Simulation', 'Early Access']"
Infinos Gaiden,The feeling of 90's arcade shooter will come again !! Arcade-like side scroll shooter of 7 stages in all!,"['Action', 'Indie']"
ZeGame,"ZeGame is a beautiful puzzle game with complex but rewarding puzzles in three dimensions. Discover the new surroundings in every world, each having their own unique look and feel.","['Adventure', 'Casual', 'Indie']"
Puzzle Car,"A minimalist and relaxing experience. Challenge yourself to move pieces to assemble a safe path for your car and collect all the items on the way, while listening to a relaxing soundtrack in a totally minimalist environment.","['Casual', 'Indie']"
Trust No Bunny,"Everybunny has a secret. Who do you trust to keep the town safe? Trust No Bunny is a 5 to 8 player social deduction mission game for fans of Avalon, Town of Salem, Among Us, or Werewolf. It’s a game for thinkers, schemers, & downright liars, where guessing the traitor is only half the battle.","['Casual', 'Indie', 'Strategy', 'Early Access']"
Social Moth,"Social Moth is a charmingly beautiful narrative platformer where you play as Aletris, a socially anxious moth trying to find their place in a daunting world. Navigate conversations, solve creative puzzles, and enjoy satisfying platforming as you help Aletris contend with their social anxiety!","['Casual', 'Indie']"
Methods: The Canada Files,"Methods: The Canada Files is a mystery visual novel set three years before the events of Methods. In the last few stages of the Canadian detective competition, Detective Larika Downs is determined to discover the truth at all costs!","['Indie', 'Early Access']"
Withering Rooms,"Withering Rooms is a challenging 2.5D horror RPG set in a procedurally generated Victorian mansion that changes each night. Explore Mostyn House to collect the perfect items for your build and face a huge cast of overgrown undead, invisible ghosts, devious witches, and more.","['Action', 'Adventure', 'RPG', 'Early Access']"
Dee's Nuts,"Dee is a squirrel, who lives in a tree. Like any squirrel, Dee must collect nuts for the winter. Dee needs your help to collect as many nuts as possible and store them in the tree. Along the way, you will have to dodge threats from above and collect power-ups to aid you.",['Casual']
Hextones,Connect the Hextones by color or symbol and jump light-years in the Spacetime to be the great cosmic explorer. A challenging matchup puzzle game with a sci-fi mood.,"['Casual', 'Indie', 'Strategy']"
Veil of Dust: A Homesteading Game,"A story-driven Survival/ Farm RPG about learning to live after loss. Explore 7 emotional story arcs tackling love, grief, purpose and interpersonal strain. Farm, Forage, Hunt and Craft to endure the deserts of 1860's Oregon (on casual / challenge). Walk the path from mere survival to something more.","['Adventure', 'Casual', 'RPG', 'Simulation']"
Island Diary,Let's work together to survive on the deserted island!,['Indie']
Sentimental Trickster: Yaoi BL Gay Visual Novel,"A slice-of-life visual novel with darker twists hiding within! Haru Amari wasn't looking for love, just a new beginning far from his past. Instead he finds himself in complicated relationships where he must decide between his needs and those of the men around him.",['Casual']
Arcade Moonlander,Explore space and race against the clock in this retro styled adventure game.,['Indie']
Catie in MeowmeowLand,Catie in MeowmeowLand is a classical humorous point-and-click adventure game. Help little Catie get back home from the bizarre cat world of MeowmeowLand!,"['Adventure', 'Casual', 'Indie']"
Space Bandit,Brutal (one hit kill) twin stick shooter with hilariously fun and clever enemies. Also has roguelite and Sci-Fi stuff.,"['Action', 'Indie']"
Roll The Cat,Did you ever wake up in the middle of the night because you heard the cat meowing? This game is just about that! Meet a family with five naughty cats and solve puzzles while trying to convince them to sleep.,['Indie']
Grandpa's Table,Relaxing logic game with beautiful 3d graphics and more than one hundred and fifty levels!,"['Casual', 'Indie']"
Dadish 2,"He’s a dad and a radish, and he’s back in his biggest adventure yet! Help reunite Dadish with his missing kids in this charming and challenging platforming adventure.","['Action', 'Adventure', 'Indie']"
pear potion🍐,a cute little metroidvania with challenging combat and witchcraft 🧙🍐,"['Action', 'Adventure', 'Indie']"
Berzerk Flashback,"Three dudes in their twenties, they shared a goal, they shared a dream, ♫ To make Flash gaaames ♫ RIP Flash 1996-2020","['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Sports', 'Strategy']"
Project Starship X,"The Rogue-Lite shooter where you CRASH-KILL comical abominations! ​Pilot your spaceship as Swagthulhu in this original and wacky ""Lovecraftian Parody""!","['Action', 'Adventure', 'Casual', 'Indie']"
Chicken Bomb,It’s not justa a bomb game. It’s a CHICKEN BOMB GAME. A modern game with the old games taste.,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
Life After Magic,"Can you save magic before the clock strikes midnight on New Year’s Eve? Life After Magic is a queer, retro visual novel that follows jaded ex-magical girls as they reconnect, deal with young adulthood, and face off against one last threat before Y2K hits.","['Casual', 'Indie']"
Ballads of Reemus: When the Bed Bites,"Reemus the insect exterminator and his companion Liam the bear match wits with giant talking ants, termites and bed bugs in hopes of impressing the citizens of Fredricus once and for all! A fully voice-acted, funny, cartoon point and click adventure with animated cutscenes, side quests and more.","['Adventure', 'Casual', 'Indie']"
